Fight_Id,Win/No Contest/Draw,Fighter_Id_1,Fighter_Id_2,Fighter_1,Fighter_2,KD_1,KD_2,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,Weight_Class,Method,Round,Fight_Time,Event_Id_x,Result_1,Result_2,Time Format,Referee,Method Details,Kd_1,Kd_2,Sig. Str._1,Sig. Str._2,Sig. Str. %_1,Sig. Str. %_2,Total Str._1,Total Str._2,Td_1,Td_2,Td %_1,Td %_2,Sub. Att_1,Sub. Att_2,Rev._1,Rev._2,Ctrl_1,Ctrl_2,Head_1,Head_2,Body_1,Body_2,Leg_1,Leg_2,Distance_1,Distance_2,Clinch_1,Clinch_2,Ground_1,Ground_2,Event_Id_y
b23fa678cc65cf5b,win,681399317dbf4701,447f9858ae78f921,Muslim Salikhov,Uros Medic,0,1,2,8,0,0,0,0,Welterweight,KO/TKO Punch,1,1:03,6436029b50a9c255,L,W,3 Rnd (5-5-5),Kerry Hatley,Punch to Head At Distance,0,1,2 of 5,8 of 13,40%,61%,2 of 5,9 of 14,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:05,0 of 1,5 of 9,0 of 1,3 of 3,2 of 3,0 of 1,2 of 5,5 of 9,0 of 0,0 of 0,0 of 0,3 of 4,6436029b50a9c255
20971ed9a842b0cb,win,06626b6287e1ae1e,eb393afdbe3293d5,Chris Padilla,Ismael Bonfim,0,0,64,42,0,1,0,0,Lightweight,KO/TKO Punches,2,4:30,6436029b50a9c255,W,L,3 Rnd (5-5-5),Chris Tognoni,Punches to Head On Ground,0,0,64 of 109,42 of 84,58%,50%,88 of 134,47 of 89,0 of 0,1 of 3,---,33%,0,0,0,0,3:21,0:15,33 of 60,27 of 68,10 of 15,12 of 13,21 of 34,3 of 3,43 of 83,42 of 84,6 of 6,0 of 0,15 of 20,0 of 0,6436029b50a9c255
ac4343150638b635,win,a93f94c923c3a9cb,9384e71bca6c409d,Christian Leroy Duncan,Marco Tulio,1,0,23,27,1,2,0,0,Middleweight,KO/TKO Punch,2,3:20,6436029b50a9c255,W,L,3 Rnd (5-5-5),Mark Smith,Punch to Head At Distance,1,0,23 of 46,27 of 57,50%,47%,40 of 66,42 of 75,1 of 1,2 of 5,100%,40%,0,0,0,0,1:10,2:33,11 of 27,13 of 36,3 of 7,3 of 7,9 of 12,11 of 14,20 of 43,22 of 49,1 of 1,5 of 8,2 of 2,0 of 0,6436029b50a9c255
e3d657dd88864ba7,win,e00a3dee329a51f7,41cc71cbf210e0fe,Hyder Amil,Jamall Emmers,0,0,47,50,0,7,0,1,Featherweight,U-DEC,3,5:00,6436029b50a9c255,L,W,3 Rnd (5-5-5),Kerry Hatley,Saleem Haniff27 - 29.Ben Cartlidge27 - 30.Chris Lee27 - 30.,0,0,47 of 125,50 of 101,37%,49%,80 of 164,83 of 141,0 of 1,7 of 8,0%,87%,0,1,0,0,0:17,8:35,28 of 94,37 of 83,7 of 13,13 of 17,12 of 18,0 of 1,44 of 119,38 of 83,3 of 6,3 of 4,0 of 0,9 of 14,6436029b50a9c255
c6d56aad93f98249,win,b9f28e7045fdfce7,5987b2458f4b5290,Ricky Simon,Raoni Barcelos,0,0,67,82,0,1,0,0,Bantamweight,U-DEC,3,5:00,6436029b50a9c255,L,W,3 Rnd (5-5-5),Keith Peterson,Eric Colon28 - 29.Sal D'amato28 - 29.Junichiro Kamijo28 - 29.,0,0,67 of 181,82 of 187,37%,43%,77 of 191,86 of 194,0 of 6,1 of 8,0%,12%,0,0,1,0,1:25,0:09,57 of 165,53 of 150,9 of 15,19 of 24,1 of 1,10 of 13,58 of 170,80 of 184,3 of 4,2 of 3,6 of 7,0 of 0,6436029b50a9c255
80eae31bc0a94a65,win,e3964ece586e0635,cc8c623cca88f54f,Mayra Bueno Silva,Jacqueline Cavalcanti,0,0,39,80,0,0,0,0,Women's Bantamweight,U-DEC,3,5:00,6436029b50a9c255,L,W,3 Rnd (5-5-5),Chris Tognoni,Eric Colon27 - 30.Sal D'amato27 - 30.Chris Lee28 - 29.,0,0,39 of 97,80 of 164,40%,48%,46 of 107,87 of 172,0 of 4,0 of 0,0%,---,0,0,0,0,1:12,0:55,15 of 62,45 of 118,8 of 14,20 of 26,16 of 21,15 of 20,36 of 93,73 of 156,3 of 4,7 of 8,0 of 0,0 of 0,6436029b50a9c255
87dcb3eab20f6ac1,win,955da1675ad58a50,6a311920edd73c85,Josh Hokit,Max Gimenis,2,0,9,3,0,0,0,0,Heavyweight,KO/TKO Punches,1,0:56,6436029b50a9c255,W,L,3 Rnd (5-5-5),Mark Smith,Punches to Head At Distance,2,0,9 of 17,3 of 7,52%,42%,11 of 19,3 of 7,0 of 0,0 of 0,---,---,0,0,0,0,0:08,0:00,9 of 17,0 of 4,0 of 0,1 of 1,0 of 0,2 of 2,7 of 15,3 of 6,1 of 1,0 of 1,1 of 1,0 of 0,6436029b50a9c255
9126633d921afb57,win,cffb87059e645bd1,31ef8b67e13495b3,Tecia Pennington,Denise Gomes,0,0,58,53,1,3,0,0,Women's Strawweight,U-DEC,3,5:00,6436029b50a9c255,L,W,3 Rnd (5-5-5),Keith Peterson,Eric Colon27 - 30.Sal D'amato27 - 30.Chris Lee27 - 30.,0,0,58 of 125,53 of 138,46%,38%,73 of 144,75 of 169,1 of 2,3 of 10,50%,30%,0,0,0,1,0:32,3:51,15 of 56,19 of 86,9 of 19,15 of 29,34 of 50,19 of 23,58 of 118,48 of 129,0 of 7,2 of 5,0 of 0,3 of 4,6436029b50a9c255
238c274c90587e21,win,850266b3dc4e506e,46e0d677f91bacc0,Miles Johns,Daniel Marcos,0,0,28,27,0,3,0,1,Bantamweight,SUB Rear Naked Choke,2,4:23,6436029b50a9c255,L,W,3 Rnd (5-5-5),Kerry Hatley,Rear Naked Choke,0,0,28 of 54,27 of 47,51%,57%,33 of 61,42 of 69,0 of 1,3 of 4,0%,75%,0,1,0,0,1:34,3:59,21 of 45,15 of 33,3 of 5,8 of 10,4 of 4,4 of 4,28 of 49,14 of 34,0 of 5,13 of 13,0 of 0,0 of 0,6436029b50a9c255
84b66bf7fba2d59d,win,23dec7c47cb418f8,3eeec2f53cebdf12,Zach Reese,Jackson McVey,0,0,32,56,3,0,1,0,Catch Weight,SUB Rear Naked Choke,2,1:38,6436029b50a9c255,W,L,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke,0,0,32 of 42,56 of 73,76%,76%,81 of 97,68 of 86,3 of 3,0 of 0,100%,---,1,0,0,1,2:24,2:23,21 of 31,28 of 39,5 of 5,27 of 33,6 of 6,1 of 1,15 of 19,9 of 19,16 of 21,47 of 54,1 of 2,0 of 0,6436029b50a9c255
747d922b329b7f30,win,97cf1a2c7c5e7889,ffe9703408fb5964,Steve Garcia,David Onama,1,0,33,2,0,0,0,0,Featherweight,KO/TKO Punches,1,3:34,0e2c2daf11b5d8f2,W,L,5 Rnd (5-5-5-5-5),Herb Dean,Punches to Head On Ground,1,0,33 of 62,2 of 16,53%,12%,43 of 72,2 of 16,0 of 0,0 of 0,---,---,0,0,0,0,0:04,0:00,28 of 56,1 of 14,5 of 6,0 of 1,0 of 0,1 of 1,26 of 52,2 of 16,5 of 7,0 of 0,2 of 3,0 of 0,0e2c2daf11b5d8f2
9d9390b550d77e06,win,fc08099550072fe4,7d8435c56043b0ae,Waldo Cortes Acosta,Ante Delija,1,0,12,16,0,0,0,0,Heavyweight,KO/TKO Punch,1,3:59,0e2c2daf11b5d8f2,W,L,3 Rnd (5-5-5),Mark Smith,Punch to Head At Distance,1,0,12 of 17,16 of 36,70%,44%,18 of 24,18 of 38,0 of 0,0 of 1,---,0%,0,0,0,0,1:37,0:25,9 of 11,13 of 33,2 of 5,2 of 2,1 of 1,1 of 1,4 of 8,15 of 33,2 of 3,1 of 3,6 of 6,0 of 0,0e2c2daf11b5d8f2
b0f68344e01884ff,win,d66a46de8d705353,40f3cb27fc7305a1,Jeremiah Wells,Themba Gorimbo,0,0,32,18,3,6,3,0,Welterweight,U-DEC,3,5:00,0e2c2daf11b5d8f2,W,L,3 Rnd (5-5-5),Chris Tognoni,Eric Colon28 - 29.Junichiro Kamijo28 - 29.Ron McCarthy28 - 29.,0,0,32 of 53,18 of 33,60%,54%,59 of 84,80 of 102,3 of 5,6 of 9,60%,66%,3,0,0,1,6:05,5:39,23 of 43,8 of 22,5 of 5,9 of 10,4 of 5,1 of 1,21 of 39,15 of 30,0 of 0,1 of 1,11 of 14,2 of 2,0e2c2daf11b5d8f2
767b78b67c7da17c,win,70380ccdc81915b8,a57cb948c4c70a47,Isaac Dulgarian,Yadier del Valle,0,0,0,1,0,0,0,3,Featherweight,SUB Rear Naked Choke,1,3:41,0e2c2daf11b5d8f2,L,W,3 Rnd (5-5-5),Eric McMahon,Rear Naked Choke,0,0,0 of 1,1 of 1,0%,100%,3 of 6,28 of 43,0 of 1,0 of 0,0%,---,0,3,0,0,0:16,2:56,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,1 of 1,0 of 1,1 of 1,0 of 0,0 of 0,0 of 0,0 of 0,0e2c2daf11b5d8f2
71c8ca7442bcb757,win,feedf3053472fe56,7cec3c4a5e7b6d68,Charles Radtke,Daniel Frunza,0,0,31,6,3,0,2,0,Welterweight,SUB Rear Naked Choke,3,4:29,0e2c2daf11b5d8f2,W,L,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke,0,0,31 of 38,6 of 24,81%,25%,163 of 214,68 of 102,3 of 5,0 of 0,60%,---,2,0,0,0,11:41,0:00,28 of 34,4 of 16,1 of 1,2 of 4,2 of 3,0 of 4,4 of 9,6 of 22,1 of 1,0 of 2,26 of 28,0 of 0,0e2c2daf11b5d8f2
f41c2c82d5117230,win,253076a23d03dcd0,7f6ed67d3ed3c036,Allan Nascimento,Cody Durden,0,0,52,57,0,1,1,0,Catch Weight,SUB Anaconda Choke,2,3:13,0e2c2daf11b5d8f2,W,L,3 Rnd (5-5-5),Mark Smith,Anaconda Choke On Ground,0,0,52 of 115,57 of 128,45%,44%,52 of 115,57 of 128,0 of 1,1 of 3,0%,33%,1,0,0,0,0:21,0:05,19 of 69,47 of 112,7 of 17,5 of 9,26 of 29,5 of 7,51 of 114,57 of 128,1 of 1,0 of 0,0 of 0,0 of 0,0e2c2daf11b5d8f2
f063bcccbbb9edc5,win,07a74004d964c7f4,7e9b36a9847db116,Billy Elekana,Kevin Christian,1,0,17,14,0,0,1,0,Light Heavyweight,SUB Rear Naked Choke,1,3:33,0e2c2daf11b5d8f2,W,L,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke,1,0,17 of 23,14 of 17,73%,82%,19 of 25,14 of 17,0 of 0,0 of 0,---,---,1,0,0,0,0:21,0:00,11 of 15,0 of 3,2 of 2,6 of 6,4 of 6,8 of 8,8 of 12,14 of 17,0 of 0,0 of 0,9 of 11,0 of 0,0e2c2daf11b5d8f2
58f6248da3cdf3ce,win,0e46690e55a8df75,117a06469813e4ef,Timmy Cuamba,ChangHo Lee,0,0,23,15,2,3,0,0,Bantamweight,U-DEC,3,5:00,0e2c2daf11b5d8f2,W,L,3 Rnd (5-5-5),Eric McMahon,Derek Cleary28 - 29.Junichiro Kamijo28 - 29.Ron McCarthy28 - 29.,0,0,23 of 32,15 of 26,71%,57%,39 of 48,88 of 141,2 of 4,3 of 8,50%,37%,0,0,1,0,5:55,6:25,17 of 26,10 of 18,6 of 6,2 of 4,0 of 0,3 of 4,15 of 22,13 of 24,8 of 10,2 of 2,0 of 0,0 of 0,0e2c2daf11b5d8f2
c245be6698c1e378,win,ad5cb64af10fc946,4e6738062d469256,Donte Johnson,Sedriques Dumas,0,0,10,5,3,1,1,0,Middleweight,SUB Guillotine Choke,2,1:25,0e2c2daf11b5d8f2,W,L,3 Rnd (5-5-5),Herb Dean,Guillotine Choke On Ground,0,0,10 of 18,5 of 16,55%,31%,18 of 27,12 of 23,3 of 3,1 of 5,100%,20%,1,0,0,0,3:04,2:03,9 of 17,0 of 10,0 of 0,4 of 5,1 of 1,1 of 1,3 of 10,3 of 12,6 of 7,2 of 2,1 of 1,0 of 2,0e2c2daf11b5d8f2
760150e9951e65fa,win,d3f5d33d61cd00c9,b9706f80d005036c,Ketlen Vieira,Norma Dumont,0,0,25,62,2,0,1,0,Women's Bantamweight,S-DEC,3,5:00,0e2c2daf11b5d8f2,L,W,3 Rnd (5-5-5),Mark Smith,Derek Cleary28 - 29.Ron McCarthy29 - 28.Eric Colon28 - 29.,0,0,25 of 83,62 of 101,30%,61%,58 of 121,87 of 127,2 of 4,0 of 0,50%,---,1,0,0,0,5:19,0:11,10 of 60,24 of 60,5 of 10,18 of 21,10 of 13,20 of 20,25 of 79,57 of 96,0 of 2,5 of 5,0 of 2,0 of 0,0e2c2daf11b5d8f2
32927d50acedb507,win,87f8699fdcc2c404,1235b31de15d0c6e,Alice Ardelean,Montserrat Conejo Ruiz,0,0,138,85,1,1,0,0,Women's Strawweight,U-DEC,3,5:00,0e2c2daf11b5d8f2,W,L,3 Rnd (5-5-5),Chris Tognoni,Adalaide Byrd27 - 30.Derek Cleary27 - 30.Ron McCarthy27 - 30.,0,0,138 of 280,85 of 282,49%,30%,146 of 288,91 of 291,1 of 3,1 of 6,33%,16%,0,0,0,0,0:41,0:29,103 of 235,54 of 239,23 of 30,4 of 7,12 of 15,27 of 36,137 of 277,82 of 269,1 of 3,3 of 13,0 of 0,0 of 0,0e2c2daf11b5d8f2
e6031b5937294176,win,4a07b1988477502c,8e382b585a92affe,Phil Rowe,Seokhyeon Ko,0,0,4,36,0,4,0,0,Welterweight,U-DEC,3,5:00,0e2c2daf11b5d8f2,L,W,3 Rnd (5-5-5),Eric McMahon,David Lethaby26 - 30.Eric Colon27 - 30.David Sutherland27 - 30.,0,0,4 of 7,36 of 42,57%,85%,11 of 15,124 of 157,0 of 0,4 of 4,---,100%,0,0,1,0,0:07,13:10,2 of 5,27 of 33,1 of 1,0 of 0,1 of 1,9 of 9,4 of 7,12 of 16,0 of 0,0 of 0,0 of 0,24 of 26,0e2c2daf11b5d8f2
7add5901fac6ab82,win,d35298b6df168456,c0d5c0c95c59050b,Talita Alencar,Ariane Carnelossi,0,0,60,25,5,0,2,0,Women's Strawweight,SUB Rear Naked Choke,3,4:36,0e2c2daf11b5d8f2,W,L,3 Rnd (5-5-5),Mark Smith,Rear Naked Choke,0,0,60 of 100,25 of 76,60%,32%,79 of 122,50 of 106,5 of 8,0 of 1,62%,0%,2,0,0,0,6:10,2:19,34 of 67,10 of 57,19 of 23,3 of 5,7 of 10,12 of 14,31 of 65,25 of 71,14 of 15,0 of 5,15 of 20,0 of 0,0e2c2daf11b5d8f2
6390c8e74630473e,ncnc,399afbabc02376b5,787bb1f087ccff8a,Tom Aspinall,Ciryl Gane,0,0,27,30,0,0,0,0,Heavyweight,CNC,1,4:35,7956f026e2672c47,NC,NC,5 Rnd (5-5-5-5-5),Jason Herzog,Eye poke by Gane,0,0,27 of 39,30 of 40,69%,75%,27 of 39,30 of 40,0 of 1,0 of 0,0%,---,0,0,0,0,0:00,0:00,14 of 25,8 of 16,5 of 6,9 of 11,8 of 8,13 of 13,27 of 39,30 of 40,0 of 0,0 of 0,0 of 0,0 of 0,7956f026e2672c47
7d3da3c4153717de,win,7447e9f28508106a,7dda2cf308f24a02,Virna Jandiroba,Mackenzie Dern,0,0,106,118,9,2,0,0,Women's Strawweight,U-DEC,5,5:00,7956f026e2672c47,L,W,5 Rnd (5-5-5-5-5),Marc Goddard,Mike Bell47 - 48.Chris Lee47 - 48.Sal D'amato46 - 49.,0,0,106 of 217,118 of 231,48%,51%,208 of 331,249 of 372,9 of 17,2 of 8,52%,25%,0,0,0,0,9:07,3:45,72 of 177,84 of 193,20 of 25,21 of 25,14 of 15,13 of 13,83 of 192,89 of 199,20 of 21,8 of 10,3 of 4,21 of 22,7956f026e2672c47
e69f9b4b9cae12a4,win,2b6fc1c02736833d,bc711b6dd95c1af6,Umar Nurmagomedov,Mario Bautista,0,1,32,20,11,0,0,1,Bantamweight,U-DEC,3,5:00,7956f026e2672c47,W,L,3 Rnd (5-5-5),Jason Herzog,Ben Cartlidge27 - 30.Chris Lee27 - 30.Jacob Montalvo27 - 30.,0,1,32 of 54,20 of 54,59%,37%,81 of 105,33 of 67,11 of 14,0 of 1,78%,0%,0,1,0,0,10:46,0:04,24 of 44,6 of 37,6 of 8,11 of 14,2 of 2,3 of 3,23 of 44,17 of 50,2 of 2,2 of 3,7 of 8,1 of 1,7956f026e2672c47
b42a3386a7dccb3d,win,279566840aa55bf2,41e83a89929d1327,Alexander Volkov,Jailton Almeida,0,0,24,9,0,7,0,0,Heavyweight,S-DEC,3,5:00,7956f026e2672c47,W,L,3 Rnd (5-5-5),Marc Goddard,Tony Weeks28 - 29.Mike Bell29 - 28.Clemens Werner28 - 29.,0,0,24 of 27,9 of 10,88%,90%,123 of 130,27 of 33,0 of 0,7 of 9,---,77%,0,0,1,0,2:57,10:47,19 of 21,8 of 9,5 of 6,1 of 1,0 of 0,0 of 0,1 of 4,1 of 1,6 of 6,4 of 4,17 of 17,4 of 5,7956f026e2672c47
ef12d2aaaadaf6d0,win,e90a2f22417af68e,333b9e5c723ac873,Aleksandar Rakic,Azamat Murzakanov,0,1,9,3,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,3:11,7956f026e2672c47,L,W,3 Rnd (5-5-5),Rich Mitchell,Punch to Head At Distance,0,1,9 of 14,3 of 8,64%,37%,13 of 18,4 of 9,0 of 2,0 of 0,0%,---,0,0,0,0,0:36,0:02,0 of 3,1 of 6,3 of 4,2 of 2,6 of 7,0 of 0,8 of 13,2 of 7,1 of 1,0 of 0,0 of 0,1 of 1,7956f026e2672c47
cb902d73389ed34b,win,17734443a833cdf7,b7b84ccd221be298,Nasrat Haqparast,Quillan Salkilld,0,1,10,14,0,0,0,0,Lightweight,KO/TKO Kick,1,2:30,7956f026e2672c47,L,W,3 Rnd (5-5-5),Kerry Hatley,Kick to Head At Distance,0,1,10 of 13,14 of 36,76%,38%,10 of 13,14 of 36,0 of 0,0 of 4,---,0%,0,0,0,0,0:00,0:00,7 of 10,6 of 24,2 of 2,7 of 10,1 of 1,1 of 2,9 of 12,14 of 35,1 of 1,0 of 1,0 of 0,0 of 0,7956f026e2672c47
0230a9dd2739add4,win,b07aed698fba8624,285ae0b4a68221f4,Ikram Aliskerov,JunYong Park,0,0,91,78,5,0,0,0,Middleweight,U-DEC,3,5:00,7956f026e2672c47,W,L,3 Rnd (5-5-5),Rich Mitchell,Ben Cartlidge27 - 30.Sal D'amato27 - 30.Clemens Werner27 - 30.,0,0,91 of 134,78 of 132,67%,59%,126 of 174,91 of 151,5 of 7,0 of 0,71%,---,0,0,0,0,6:07,0:19,57 of 94,57 of 108,26 of 29,18 of 20,8 of 11,3 of 4,79 of 120,73 of 127,3 of 4,2 of 2,9 of 10,3 of 3,7956f026e2672c47
e9c034cec33b3479,win,5b86d491d63890c5,849c5d9979df5357,Ludovit Klein,Mateusz Rebecki,0,0,82,72,0,3,0,0,Lightweight,M-DEC,3,5:00,7956f026e2672c47,W,L,3 Rnd (5-5-5),Marc Goddard,Chris Lee28 - 29.Ben Cartlidge27 - 28.Tony Weeks28 - 28.,0,0,82 of 140,72 of 159,58%,45%,90 of 149,113 of 208,0 of 0,3 of 12,---,25%,0,0,0,0,0:00,5:03,69 of 127,55 of 139,9 of 9,11 of 14,4 of 4,6 of 6,72 of 126,45 of 130,0 of 2,4 of 4,10 of 12,23 of 25,7956f026e2672c47
f2c2a49fed32bd75,win,f5779a2303ed76ec,cdb7b38b1b357f26,Valter Walker,Louie Sutherland,0,0,5,3,1,0,1,0,Heavyweight,SUB Heel Hook,1,1:24,7956f026e2672c47,W,L,3 Rnd (5-5-5),Kerry Hatley,Heel Hook After Drop to Ground,0,0,5 of 5,3 of 5,100%,60%,7 of 7,3 of 5,1 of 1,0 of 0,100%,---,1,0,0,0,0:31,0:00,0 of 0,1 of 1,2 of 2,0 of 2,3 of 3,2 of 2,5 of 5,3 of 5,0 of 0,0 of 0,0 of 0,0 of 0,7956f026e2672c47
bd7394f07247d9ca,win,329e403448756217,7d6ceff6747f2de2,Nathaniel Wood,Jose Delgado,1,1,99,134,2,0,0,0,Featherweight,U-DEC,3,5:00,7956f026e2672c47,W,L,3 Rnd (5-5-5),Jason Herzog,Ben Cartlidge28 - 29.Sal D'amato28 - 29.Clemens Werner28 - 29.,1,1,99 of 176,134 of 232,56%,57%,101 of 178,141 of 239,2 of 3,0 of 2,66%,0%,0,0,0,0,0:58,1:28,63 of 124,92 of 178,7 of 8,35 of 46,29 of 44,7 of 8,88 of 159,100 of 190,7 of 10,14 of 16,4 of 7,20 of 26,7956f026e2672c47
3fdb4c4b39218cf4,win,3329d692aea4dc28,7a5e8c94a86f9895,Hamdy Abdelwahab,Chris Barnett,0,0,99,18,9,0,0,0,Heavyweight,U-DEC,3,5:00,7956f026e2672c47,W,L,3 Rnd (5-5-5),Marc Goddard,Mike Bell26 - 29.Chris Lee27 - 29.Jacob Montalvo27 - 29.,0,0,99 of 139,18 of 35,71%,51%,170 of 221,28 of 46,9 of 14,0 of 0,64%,---,0,0,0,0,10:48,0:00,88 of 125,7 of 21,8 of 10,4 of 4,3 of 4,7 of 10,16 of 25,14 of 30,13 of 14,3 of 4,70 of 100,1 of 1,7956f026e2672c47
22dd728012944f0a,win,0be6776db31d98ec,7f1bf0c255ec8756,Azat Maksum,Mitch Raposo,0,0,19,30,7,0,0,0,Flyweight,U-DEC,3,5:00,7956f026e2672c47,L,W,3 Rnd (5-5-5),Rich Mitchell,Ben Cartlidge26 - 30.Tony Weeks27 - 29.Clemens Werner27 - 29.,0,0,19 of 88,30 of 66,21%,45%,30 of 101,53 of 92,7 of 19,0 of 0,36%,---,0,0,0,0,5:27,0:49,14 of 80,20 of 50,1 of 3,7 of 13,4 of 5,3 of 3,17 of 85,30 of 65,1 of 2,0 of 1,1 of 1,0 of 0,7956f026e2672c47
ef1519c8c1d20977,win,43a59ce3bb40449e,bc7d1ad49fcb2d08,Jaqueline Amorim,Mizuki,0,1,26,62,2,2,1,0,Women's Strawweight,U-DEC,3,5:00,7956f026e2672c47,L,W,3 Rnd (5-5-5),Kerry Hatley,Mike Bell27 - 30.Jacob Montalvo27 - 30.Sal D'amato28 - 29.,0,1,26 of 62,62 of 103,41%,60%,48 of 88,150 of 203,2 of 6,2 of 2,33%,100%,1,0,1,1,1:43,7:28,19 of 44,54 of 93,3 of 13,8 of 10,4 of 5,0 of 0,18 of 54,20 of 52,3 of 3,14 of 17,5 of 5,28 of 34,7956f026e2672c47
d61373d9fdf01a12,win,2f181c0467965b98,d549cefc7c54ab78,Reinier de Ridder,Brendan Allen,0,0,9,22,3,1,1,1,Middleweight,KO/TKO,4,5:00,38e5d9dcb0fddc42,L,W,5 Rnd (5-5-5-5-5),Jason Herzog,"to    
      Corner stoppage between rounds",0,0,9 of 13,22 of 37,69%,59%,61 of 72,97 of 134,3 of 7,1 of 1,42%,100%,1,1,0,2,7:05,11:39,4 of 5,19 of 33,5 of 8,3 of 4,0 of 0,0 of 0,6 of 10,1 of 8,2 of 2,2 of 2,1 of 1,19 of 27,38e5d9dcb0fddc42
cdd565a16975c711,win,dd6103dd7127db1d,3a46b268013afede,Kevin Holland,Mike Malott,0,0,52,49,1,1,0,1,Welterweight,U-DEC,3,5:00,38e5d9dcb0fddc42,L,W,3 Rnd (5-5-5),Dan Miragliotta,Jake Maxim28 - 29.Mike Bell28 - 29.Sal D'amato28 - 29.,0,0,52 of 137,49 of 95,37%,51%,76 of 162,50 of 99,1 of 1,1 of 4,100%,25%,0,1,0,1,0:27,2:31,23 of 96,35 of 73,9 of 13,10 of 15,20 of 28,4 of 7,49 of 127,44 of 88,3 of 9,1 of 3,0 of 1,4 of 4,38e5d9dcb0fddc42
857d274e47aa8c4e,win,24656ef4d605c96f,7c7332319c14094c,Marlon Vera,Aiemann Zahabi,1,0,56,81,0,0,0,0,Bantamweight,S-DEC,3,5:00,38e5d9dcb0fddc42,L,W,3 Rnd (5-5-5),Jason Herzog,Jake Maxim28 - 29.Sal D'amato29 - 28.Mike Bell28 - 29.,1,0,56 of 152,81 of 152,36%,53%,56 of 153,81 of 152,0 of 0,0 of 0,---,---,0,0,0,0,0:03,0:00,30 of 107,47 of 107,14 of 26,20 of 28,12 of 19,14 of 17,55 of 150,79 of 149,1 of 2,2 of 3,0 of 0,0 of 0,38e5d9dcb0fddc42
c82acd7b17915591,win,34ff304266360297,a9e260472d321361,Manon Fiorot,Jasmine Jasudavicius,0,0,16,2,0,0,0,0,Women's Flyweight,KO/TKO Punches,1,1:14,38e5d9dcb0fddc42,W,L,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head On Ground,0,0,16 of 27,2 of 14,59%,14%,17 of 28,2 of 14,0 of 0,0 of 0,---,---,0,0,0,0,0:06,0:00,16 of 26,2 of 14,0 of 1,0 of 0,0 of 0,0 of 0,8 of 16,2 of 14,0 of 2,0 of 0,8 of 9,0 of 0,38e5d9dcb0fddc42
a18edcb638ba7e39,win,f1d64ae34e088832,113df4fde64735c6,Charles Jourdain,Davey Grant,1,0,25,9,0,0,1,0,Bantamweight,SUB Guillotine Choke,1,3:05,38e5d9dcb0fddc42,W,L,3 Rnd (5-5-5),Jason Herzog,Guillotine Choke From Guard,1,0,25 of 43,9 of 26,58%,34%,25 of 43,9 of 26,0 of 0,0 of 0,---,---,1,0,0,0,0:20,0:00,20 of 35,3 of 14,5 of 8,1 of 3,0 of 0,5 of 9,17 of 31,9 of 26,0 of 0,0 of 0,8 of 12,0 of 0,38e5d9dcb0fddc42
3af1bdc5a510bba9,win,31f8081c7600da93,dccb63727f2f5f74,Kyle Nelson,Matt Frevola,1,0,63,43,2,2,0,0,Lightweight,U-DEC,3,5:00,38e5d9dcb0fddc42,W,L,3 Rnd (5-5-5),Dan Miragliotta,Sal D'amato27 - 30.Jake Maxim28 - 29.Mike Bell28 - 29.,1,0,63 of 135,43 of 136,46%,31%,92 of 170,60 of 155,2 of 5,2 of 3,40%,66%,0,0,0,1,3:11,1:58,41 of 103,23 of 103,14 of 23,10 of 20,8 of 9,10 of 13,46 of 106,39 of 129,7 of 14,4 of 7,10 of 15,0 of 0,38e5d9dcb0fddc42
ecdbb3a5216b815e,win,519e4fe37ce9ff75,873626e5547b5235,Kyle Prepolec,Drew Dober,0,0,51,83,0,0,0,0,Lightweight,KO/TKO Punches,3,1:16,38e5d9dcb0fddc42,L,W,3 Rnd (5-5-5),John Cooper,Punches to Head At Distance,0,0,51 of 164,83 of 161,31%,51%,51 of 164,85 of 163,0 of 3,0 of 1,0%,0%,0,0,0,0,0:02,0:04,36 of 139,46 of 117,7 of 13,18 of 22,8 of 12,19 of 22,51 of 164,77 of 153,0 of 0,6 of 8,0 of 0,0 of 0,38e5d9dcb0fddc42
970f083af8368f57,win,7d420039bbfe7c1a,700a674c042b7a96,Cody Gibson,Aoriqileng,0,1,3,5,0,0,0,0,Bantamweight,KO/TKO Punch,1,0:21,38e5d9dcb0fddc42,L,W,3 Rnd (5-5-5),Mitch Cadlick,Punch to Head At Distance,0,1,3 of 3,5 of 8,100%,62%,3 of 3,6 of 9,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:04,1 of 1,5 of 7,0 of 0,0 of 1,2 of 2,0 of 0,3 of 3,2 of 2,0 of 0,0 of 0,0 of 0,3 of 6,38e5d9dcb0fddc42
